Campo;Contenido;Incidente;Fecha
Número de orden;000035702414;2584779;2018-02-05 15:37:15
Estatus;Orden asignada;2584779;2018-02-05 15:37:15
Perfil de catálogo;3-LINTRA;2584779;2017-05-18 14:11:29
Origen del esquema de informe para avisos;2;2584779;2017-05-18 14:11:29
Fecha de fin deseada;31/12/2022;2584779;2016-12-28 21:11:36
Número de orden;;2584779;2016-05-04 17:47:23
Estatus;Orden asignada;2584779;2016-05-04 17:47:23
Fecha de fin deseada;31/12/2021;2584779;2016-01-10 17:14:11
Texto breve;RETIRAR PARQUEADEROS TERM SLC VBL SNG;2584779;2015-09-01 21:16:28
Prioridad;7;2584779;2015-09-01 21:16:28
Interlocutor;00010031;2584779;2015-09-01 21:16:28
Fecha de inicio deseada;01/01/2020;2584779;2015-09-01 21:16:28
Fecha de fin deseada;31/12/2020;2584779;2015-09-01 21:16:28
Interlocutor;00003992;2584779;2014-05-18 18:00:47
Prioridad;9;2584779;2014-05-18 18:00:29
Estatus;Aviso Inicial;2584779;2014-05-16 11:04:31
Estatus;Requiere Gestión  Ambiental;2584779;2014-05-16 11:04:31
Estatus;Mensaje abierto;2584779;2014-05-16 11:04:31
Estatus;Mensaje en tratamiento;2584779;2014-05-16 11:04:31
Estatus;Orden asignada;2584779;2014-05-16 11:04:31
Clase de catálogo: Causas;;2582252;2018-02-08 08:27:39
Número de versión;000001;2582252;2018-02-08 08:27:31
Grupo de códigos: problemas;LITRA-VA;2582252;2018-02-08 08:27:31
Grupo de códigos: causas;3LITR-EN;2582252;2018-02-08 08:27:31
Código del problema o de la avería;5050;2582252;2018-02-08 08:27:31
Código de causas;3115;2582252;2018-02-08 08:27:31
Clase de catálogo: Causas;F;2582252;2018-02-08 08:27:31
"Clase catálogo; problemas/errores";5;2582252;2018-02-08 08:27:31
Fecha de fin deseada;30/09/2023;2582252;2017-11-30 10:55:13
Perfil de catálogo;3-LINTRA;2582252;2017-05-18 14:14:00
Origen del esquema de informe para avisos;2;2582252;2017-05-18 14:14:00
Fecha de fin deseada;31/12/2022;2582252;2016-12-28 21:12:53
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL NG;2582252;2015-09-01 21:38:17
Prioridad;7;2582252;2015-09-01 21:38:17
Fecha de inicio deseada;01/01/2021;2582252;2015-09-01 21:38:17
Fecha de fin deseada;31/12/2021;2582252;2015-09-01 21:38:17
Código de causas;5050;2582252;2015-09-01 21:38:17
Prioridad;9;2582252;2014-05-29 11:24:19
Interlocutor;00003992;2582252;2014-05-29 11:24:19
ID objeto del puesto de trabajo;10000847;2582252;2014-05-29 11:24:19
Grupo planificador p.servicio cliente y mantenimiento;080;2582252;2014-05-29 11:24:19
Inicio de la avería (hora);09:51:16;2582252;2014-05-25 09:56:11
Inicio de la avería (fecha);25/05/2018;2582252;2014-05-25 09:56:11
Estatus;Mensaje en tratamiento;2582252;2014-05-25 09:50:20
Estatus;Aviso Inicial;2582252;2014-05-25 09:50:20
Estatus;Requiere Gestión  Ambiental;2582252;2014-05-25 09:50:20
Estatus;Mensaje abierto;2582252;2014-05-25 09:50:20
Estatus;Orden asignada;2582252;2014-05-25 09:50:20
Fecha de fin deseada;31/12/2023;2582250;2018-12-26 16:28:15
Clase de catálogo: Causas;;2582250;2018-02-05 15:38:35
Número de versión;000001;2582250;2018-02-05 15:38:24
Grupo de códigos: problemas;LITRA-VA;2582250;2018-02-05 15:38:24
Grupo de códigos: causas;3LITR-EN;2582250;2018-02-05 15:38:24
Código del problema o de la avería;5050;2582250;2018-02-05 15:38:24
Código de causas;3115;2582250;2018-02-05 15:38:24
Clase de catálogo: Causas;F;2582250;2018-02-05 15:38:24
"Clase catálogo; problemas/errores";5;2582250;2018-02-05 15:38:24
Perfil de catálogo;3-LINTRA;2582250;2017-05-18 14:14:06
Origen del esquema de informe para avisos;2;2582250;2017-05-18 14:14:06
Fecha de fin deseada;31/12/2022;2582250;2016-12-28 21:13:05
Texto breve;RETIRAR ESTABLO TERM SLC VBL SNG;2582250;2015-09-01 21:37:38
Prioridad;7;2582250;2015-09-01 21:37:38
Interlocutor;00010031;2582250;2015-09-01 21:37:38
Fecha de inicio deseada;01/01/2021;2582250;2015-09-01 21:37:38
Fecha de fin deseada;31/12/2021;2582250;2015-09-01 21:37:38
Código de causas;5050;2582250;2015-09-01 21:37:38
Prioridad;9;2582250;2014-05-29 11:19:33
Interlocutor;00003992;2582250;2014-05-29 11:19:33
ID objeto del puesto de trabajo;10000847;2582250;2014-05-29 11:19:33
Grupo planificador p.servicio cliente y mantenimiento;080;2582250;2014-05-29 11:19:33
Estatus;Mensaje en tratamiento;2582250;2014-05-25 10:00:29
Estatus;Aviso Inicial;2582250;2014-05-25 10:00:29
Estatus;Requiere Gestión  Ambiental;2582250;2014-05-25 10:00:29
Estatus;Mensaje abierto;2582250;2014-05-25 10:00:29
Estatus;Orden asignada;2582250;2014-05-25 10:00:29
Clase de catálogo: Causas;;2581635;2018-02-08 08:26:17
Número de versión;000001;2581635;2018-02-08 08:26:05
Grupo de códigos: problemas;LITRA-VA;2581635;2018-02-08 08:26:05
Grupo de códigos: causas;3LITR-EN;2581635;2018-02-08 08:26:05
Código del problema o de la avería;5050;2581635;2018-02-08 08:26:05
Código de causas;3115;2581635;2018-02-08 08:26:05
Clase de catálogo: Causas;F;2581635;2018-02-08 08:26:05
"Clase catálogo; problemas/errores";5;2581635;2018-02-08 08:26:05
Fecha de fin deseada;30/08/2023;2581635;2017-11-30 10:36:50
Perfil de catálogo;3-LINTRA;2581635;2017-05-18 14:11:34
Origen del esquema de informe para avisos;2;2581635;2017-05-18 14:11:34
Fecha de fin deseada;31/12/2022;2581635;2016-12-28 21:13:19
Número de orden;000035701824;2581635;2015-09-04 15:29:36
Estatus;Orden asignada;2581635;2015-09-04 15:29:36
Número de orden;;2581635;2015-09-02 16:21:40
Estatus;Orden asignada;2581635;2015-09-02 16:21:40
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL SNG;2581635;2015-09-01 21:44:50
Prioridad;7;2581635;2015-09-01 21:44:50
Fecha de inicio deseada;01/01/2020;2581635;2015-09-01 21:44:50
Fecha de fin deseada;31/12/2021;2581635;2015-09-01 21:44:50
Código de causas;5050;2581635;2015-09-01 21:44:50
Prioridad;9;2581635;2014-06-06 11:28:45
Grupo de códigos: Codificación;ORIGEN;2581635;2014-06-01 09:48:41
Estatus;Solicitud de Corrección;2581635;2014-06-01 09:48:41
Codificación;0060;2581635;2014-06-01 09:48:41
Clase catálogo: Codificación;D;2581635;2014-06-01 09:48:41
Interlocutor;00003992;2581635;2014-05-31 18:55:12
Estatus;Solicitud de Corrección;2581635;2014-05-31 18:55:12
Estatus;Requiere Gestión  Ambiental;2581635;2014-05-31 17:05:10
Número de orden;000035410365;2581635;2014-05-31 17:01:32
Estatus;Mensaje abierto;2581635;2014-05-31 17:01:32
Estatus;Mensaje en tratamiento;2581635;2014-05-31 17:01:32
Estatus;Orden asignada;2581635;2014-05-31 17:01:32
Estatus;Aviso Inicial;2581635;2014-05-31 16:04:33
Estatus;Mensaje abierto;2581635;2014-05-31 16:04:33
Fecha de fin deseada;31/12/2023;2581599;2018-12-26 16:27:34
Clase de catálogo: Causas;;2581599;2018-02-05 15:41:05
Número de versión;000001;2581599;2018-02-05 15:40:56
Grupo de códigos: problemas;LITRA-VA;2581599;2018-02-05 15:40:56
Grupo de códigos: causas;3LITR-EN;2581599;2018-02-05 15:40:56
Código del problema o de la avería;5050;2581599;2018-02-05 15:40:56
Código de causas;3115;2581599;2018-02-05 15:40:56
Clase de catálogo: Causas;F;2581599;2018-02-05 15:40:56
"Clase catálogo; problemas/errores";5;2581599;2018-02-05 15:40:56
Perfil de catálogo;3-LINTRA;2581599;2017-05-18 14:14:17
Origen del esquema de informe para avisos;2;2581599;2017-05-18 14:14:17
Número de orden;000035701823;2581599;2015-09-04 15:29:15
Fecha de fin deseada;31/12/2022;2581599;2015-09-04 15:29:15
Estatus;Orden asignada;2581599;2015-09-04 15:29:15
Número de orden;;2581599;2015-09-02 16:22:14
Estatus;Orden asignada;2581599;2015-09-02 16:22:14
Código de causas;5050;2581599;2015-09-02 14:18:15
Texto breve;RETIRAR C SERVICIOS TERM SLC VBL SNG;2581599;2015-09-01 21:43:04
Prioridad;7;2581599;2015-09-01 21:43:04
Fecha de inicio deseada;01/01/2021;2581599;2015-09-01 21:43:04
Fecha de fin deseada;31/12/2021;2581599;2015-09-01 21:43:04
Prioridad;9;2581599;2014-06-06 11:36:32
Estatus;Aviso Inicial;2581599;2014-06-01 10:53:44
Estatus;Requiere Gestión  Ambiental;2581599;2014-06-01 10:53:44
Estatus;Mensaje abierto;2581599;2014-06-01 10:53:44
Estatus;Mensaje en tratamiento;2581599;2014-06-01 10:53:44
Estatus;Orden asignada;2581599;2014-06-01 10:53:44
Estatus;Actividad en Plan de Trabajo;2569457;2018-07-08 17:50:52
Hora de inicio deseada;08:00:00;2569457;2018-07-08 17:48:53
Hora de fin deseada;16:00:00;2569457;2018-07-08 17:48:53
Fecha de inicio deseada;15/06/2023;2569457;2018-07-08 17:48:53
Fecha de fin deseada;16/06/2023;2569457;2018-07-08 17:48:53
Estatus;Actividad en Plan de Trabajo;2569457;2018-07-08 17:48:53
Fecha de fin deseada;//;2569457;2018-02-05 08:48:52
Número de versión;000001;2569457;2018-02-05 08:48:42
Grupo de códigos: problemas;LITRA-VA;2569457;2018-02-05 08:48:42
Grupo de códigos: causas;3LITR-EN;2569457;2018-02-05 08:48:42
Código del problema o de la avería;5050;2569457;2018-02-05 08:48:42
Código de causas;3115;2569457;2018-02-05 08:48:42
Clase de catálogo: Causas;F;2569457;2018-02-05 08:48:42
"Clase catálogo; problemas/errores";5;2569457;2018-02-05 08:48:42
Interlocutor;00010031;2569457;2017-12-14 08:08:06
Perfil de catálogo;3-LINTRA;2569457;2017-05-14 11:58:32
Origen del esquema de informe para avisos;3;2569457;2017-05-14 11:58:32
Fecha de fin deseada;31/12/2022;2569457;2016-12-28 21:14:20
Fecha de fin deseada;31/12/2021;2569457;2015-09-04 15:18:07
Texto breve;RETIRAR PORTADA TERM SLC VBL SNG;2569457;2015-09-01 21:17:56
Prioridad;7;2569457;2015-09-01 21:17:56
Fecha de inicio deseada;01/01/2020;2569457;2015-09-01 21:17:56
Fecha de fin deseada;31/12/2020;2569457;2015-09-01 21:17:56
Texto breve;Reubicar construcción DFS T133;2569457;2015-07-04 15:58:25
Número de orden;000035701353;2569457;2015-02-08 14:01:27
Estatus;Orden asignada;2569457;2015-02-08 14:01:27
Prioridad;9;2569457;2014-09-10 10:10:23
Estatus;Mensaje abierto;2569457;2014-09-10 10:10:23
Estatus;Mensaje en tratamiento;2569457;2014-09-10 10:10:23
Texto breve;Reubicar portón metálico DFS T133;2569457;2014-09-10 09:32:35
Texto breve;Reubicar portoón metálico DFS T133;2569457;2014-09-10 09:29:39
ID objeto del puesto de trabajo;10000847;2569457;2014-09-10 09:29:39
Grupo planificador p.servicio cliente y mantenimiento;080;2569457;2014-09-10 09:29:39
Grupo de códigos: acciones;LITRA-VA;2569457;2014-09-10 09:29:39
Estatus;Actividad en Plan de Trabajo;2569457;2014-09-10 09:29:39
Estatus;Solicitud de Corrección;2569457;2014-09-10 09:29:39
Estatus;Requiere Gestión  Ambiental;2569457;2014-09-10 09:29:39
Estatus;Solicitud de Corrección;2569457;2014-09-06 16:13:59
Estatus;Aviso Inicial;2569457;2014-09-05 16:52:55
Estatus;Mensaje abierto;2569457;2014-09-05 16:52:55
Clase de catálogo: Causas;;2569179;2018-02-06 15:47:15
Número de versión;000001;2569179;2018-02-06 15:47:05
Grupo de códigos: problemas;LITRA-VA;2569179;2018-02-06 15:47:05
Grupo de códigos: causas;3LITR-EN;2569179;2018-02-06 15:47:05
Código del problema o de la avería;5050;2569179;2018-02-06 15:47:05
Código de causas;3115;2569179;2018-02-06 15:47:05
Clase de catálogo: Causas;F;2569179;2018-02-06 15:47:05
"Clase catálogo; problemas/errores";5;2569179;2018-02-06 15:47:05
Fecha de fin deseada;30/05/2023;2569179;2017-11-30 10:01:30
Perfil de catálogo;3-LINTRA;2569179;2017-05-14 11:58:47
Origen del esquema de informe para avisos;3;2569179;2017-05-14 11:58:47
Fecha de fin deseada;31/12/2022;2569179;2016-12-28 21:14:35
Texto breve;Retirar construcciones DFS T-168;2569179;2016-07-12 22:08:54
Fecha de fin deseada;31/12/2021;2569179;2015-09-04 15:17:33
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL SNG;2569179;2015-09-01 14:59:32
Prioridad;7;2569179;2015-09-01 14:59:32
Número de orden;000035701556;2569179;2015-09-01 14:59:32
Hora de inicio deseada;17:00:00;2569179;2015-09-01 14:59:32
Fecha de inicio deseada;11/09/2018;2569179;2015-09-01 14:59:32
Fecha de fin deseada;31/12/2020;2569179;2015-09-01 14:59:32
Estatus;Orden asignada;2569179;2015-09-01 14:59:32
Código de causas;5050;2569179;2015-09-01 14:59:32
Prioridad;9;2569179;2014-09-23 12:59:04
Interlocutor;00010031;2569179;2014-09-23 12:59:04
Estatus;Mensaje en tratamiento;2569179;2014-09-23 12:59:04
Estatus;Mensaje abierto;2569179;2014-09-23 12:59:04
Estatus;Aviso Inicial;2569179;2014-09-11 09:23:03
Estatus;Requiere Gestión  Ambiental;2569179;2014-09-11 09:23:03
Estatus;Mensaje abierto;2569179;2014-09-11 09:23:03
Número de versión;;2569177;2018-02-08 09:11:20
Número de versión;000001;2569177;2018-02-08 09:11:11
Grupo de códigos: problemas;LITRA-VA;2569177;2018-02-08 09:11:11
Grupo de códigos: causas;3LITR-EN;2569177;2018-02-08 09:11:11
Código del problema o de la avería;5050;2569177;2018-02-08 09:11:11
Código de causas;3115;2569177;2018-02-08 09:11:11
Clase de catálogo: Causas;F;2569177;2018-02-08 09:11:11
"Clase catálogo; problemas/errores";5;2569177;2018-02-08 09:11:11
Perfil de catálogo;3-LINTRA;2569177;2017-05-14 11:58:51
Origen del esquema de informe para avisos;3;2569177;2017-05-14 11:58:51
Fecha de fin deseada;31/12/2023;2569177;2016-12-30 16:12:43
Fecha de fin deseada;31/12/2021;2569177;2016-01-10 17:11:07
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL SNG;2569177;2015-09-01 14:58:31
Prioridad;7;2569177;2015-09-01 14:58:31
Número de orden;000035701555;2569177;2015-09-01 14:58:31
Hora de inicio deseada;17:00:00;2569177;2015-09-01 14:58:31
Fecha de inicio deseada;11/09/2018;2569177;2015-09-01 14:58:31
Fecha de fin deseada;31/12/2020;2569177;2015-09-01 14:58:31
Estatus;Orden asignada;2569177;2015-09-01 14:58:31
Código de causas;5050;2569177;2015-09-01 14:58:31
Prioridad;9;2569177;2014-09-23 12:57:59
Interlocutor;00010031;2569177;2014-09-23 12:57:59
Estatus;Mensaje abierto;2569177;2014-09-23 12:57:59
Estatus;Mensaje en tratamiento;2569177;2014-09-23 12:57:59
Estatus;Aviso Inicial;2569177;2014-09-11 09:44:21
Estatus;Requiere Gestión  Ambiental;2569177;2014-09-11 09:44:21
Estatus;Mensaje abierto;2569177;2014-09-11 09:44:21
Clase de catálogo: Causas;;2569170;2018-02-06 15:50:05
Número de versión;000001;2569170;2018-02-06 15:49:56
Grupo de códigos: problemas;LITRA-VA;2569170;2018-02-06 15:49:56
Grupo de códigos: causas;3LITR-EN;2569170;2018-02-06 15:49:56
Código del problema o de la avería;5050;2569170;2018-02-06 15:49:56
Código de causas;3115;2569170;2018-02-06 15:49:56
Clase de catálogo: Causas;F;2569170;2018-02-06 15:49:56
"Clase catálogo; problemas/errores";5;2569170;2018-02-06 15:49:56
Fecha de fin deseada;30/05/2023;2569170;2017-11-30 10:04:55
Perfil de catálogo;3-LINTRA;2569170;2017-05-14 11:58:56
Origen del esquema de informe para avisos;3;2569170;2017-05-14 11:58:56
Fecha de fin deseada;31/12/2022;2569170;2016-12-28 21:14:43
Fecha de fin deseada;31/12/2021;2569170;2015-09-04 15:17:11
Texto breve;RETIRAR COMERCIO3 TERM SLC VBL SNG;2569170;2015-09-01 14:57:24
Prioridad;7;2569170;2015-09-01 14:57:24
Número de orden;000035701554;2569170;2015-09-01 14:57:24
Hora de inicio deseada;17:00:00;2569170;2015-09-01 14:57:24
Hora de fin deseada;07:00:00;2569170;2015-09-01 14:57:24
Fecha de inicio deseada;11/09/2018;2569170;2015-09-01 14:57:24
Fecha de fin deseada;31/12/2020;2569170;2015-09-01 14:57:24
Estatus;Orden asignada;2569170;2015-09-01 14:57:24
Código de causas;5050;2569170;2015-09-01 14:57:24
Interlocutor;00010031;2569170;2014-09-23 12:56:55
Prioridad;9;2569170;2014-09-23 12:56:37
Estatus;Mensaje abierto;2569170;2014-09-23 12:56:37
Estatus;Mensaje en tratamiento;2569170;2014-09-23 12:56:37
Texto breve;Reubicar construcción DFS T181 M. Pava;2569170;2014-09-11 10:38:32
Estatus;Push reinicializado;2569170;2014-09-11 10:32:53
Estatus;Aviso Inicial;2569170;2014-09-11 10:32:53
Estatus;Requiere Gestión  Ambiental;2569170;2014-09-11 10:32:53
Estatus;Mensaje abierto;2569170;2014-09-11 10:32:53
Clase de catálogo: Causas;;2569166;2018-02-06 15:51:10
Número de versión;000001;2569166;2018-02-06 15:51:01
Grupo de códigos: problemas;LITRA-VA;2569166;2018-02-06 15:51:01
Grupo de códigos: causas;3LITR-EN;2569166;2018-02-06 15:51:01
Código del problema o de la avería;5050;2569166;2018-02-06 15:51:01
Código de causas;3115;2569166;2018-02-06 15:51:01
Clase de catálogo: Causas;F;2569166;2018-02-06 15:51:01
"Clase catálogo; problemas/errores";5;2569166;2018-02-06 15:51:01
Fecha de fin deseada;31/05/2023;2569166;2017-11-30 10:04:12
Perfil de catálogo;3-LINTRA;2569166;2017-05-14 11:59:01
Origen del esquema de informe para avisos;3;2569166;2017-05-14 11:59:01
Fecha de fin deseada;31/12/2022;2569166;2016-12-28 21:14:51
Fecha de fin deseada;31/12/2021;2569166;2015-09-04 14:54:43
Código de causas;5050;2569166;2015-09-02 13:53:01
Texto breve;RETIRAR C SERVICIOS TERM SLC VBL SNG;2569166;2015-09-01 14:52:38
Prioridad;7;2569166;2015-09-01 14:52:38
Número de orden;000035701553;2569166;2015-09-01 14:52:38
Hora de inicio deseada;17:00:00;2569166;2015-09-01 14:52:38
Fecha de inicio deseada;11/09/2018;2569166;2015-09-01 14:52:38
Fecha de fin deseada;30/10/2020;2569166;2015-09-01 14:52:38
Estatus;Orden asignada;2569166;2015-09-01 14:52:38
Prioridad;9;2569166;2014-09-23 12:07:06
Interlocutor;00010031;2569166;2014-09-23 12:07:06
Estatus;Mensaje abierto;2569166;2014-09-23 12:07:06
Estatus;Mensaje en tratamiento;2569166;2014-09-23 12:07:06
Estatus;Aviso Inicial;2569166;2014-09-11 10:42:55
Estatus;Requiere Gestión  Ambiental;2569166;2014-09-11 10:42:55
Estatus;Mensaje abierto;2569166;2014-09-11 10:42:55
Estatus;Actividad en Plan de Trabajo;2564306;2018-07-08 17:50:52
Hora de inicio deseada;08:00:00;2564306;2018-07-08 17:48:55
Hora de fin deseada;16:00:00;2564306;2018-07-08 17:48:55
Fecha de inicio deseada;15/06/2023;2564306;2018-07-08 17:48:55
Fecha de fin deseada;16/06/2023;2564306;2018-07-08 17:48:55
Estatus;Actividad en Plan de Trabajo;2564306;2018-07-08 17:48:55
Clase de catálogo: Causas;;2564306;2018-02-05 15:47:26
Número de versión;000001;2564306;2018-02-05 15:47:17
Grupo de códigos: problemas;LITRA-VA;2564306;2018-02-05 15:47:17
Grupo de códigos: causas;3LITR-EN;2564306;2018-02-05 15:47:17
Código del problema o de la avería;5050;2564306;2018-02-05 15:47:17
Código de causas;3115;2564306;2018-02-05 15:47:17
Clase de catálogo: Causas;F;2564306;2018-02-05 15:47:17
"Clase catálogo; problemas/errores";5;2564306;2018-02-05 15:47:17
Perfil de catálogo;3-LINTRA;2564306;2017-05-14 12:00:54
Origen del esquema de informe para avisos;3;2564306;2017-05-14 12:00:54
Fecha de fin deseada;31/12/2022;2564306;2016-12-28 21:15:07
Fecha de fin deseada;31/12/2021;2564306;2015-09-04 15:18:21
Texto breve;RETIRAR GALPON20 TERM SLC VBL SNG;2564306;2015-09-01 21:48:57
Prioridad;7;2564306;2015-09-01 21:48:57
Fecha de inicio deseada;01/01/2020;2564306;2015-09-01 21:48:57
Fecha de fin deseada;31/12/2020;2564306;2015-09-01 21:48:57
Código de causas;5050;2564306;2015-09-01 21:48:57
Número de orden;000035701356;2564306;2015-02-08 14:15:25
Estatus;Orden asignada;2564306;2015-02-08 14:15:25
Prioridad;9;2564306;2014-10-02 15:17:00
Interlocutor;00010031;2564306;2014-10-02 15:17:00
Estatus;Mensaje en tratamiento;2564306;2014-10-02 15:17:00
Estatus;Mensaje abierto;2564306;2014-10-02 15:17:00
Estatus;Aviso Inicial;2564306;2014-09-26 16:36:49
Estatus;Requiere Gestión  Ambiental;2564306;2014-09-26 16:36:49
Estatus;Mensaje abierto;2564306;2014-09-26 16:36:49
Estatus;Actividad en Plan de Trabajo;2564236;2018-07-08 17:50:52
Hora de inicio deseada;08:00:00;2564236;2018-07-08 17:48:54
Hora de fin deseada;16:00:00;2564236;2018-07-08 17:48:54
Fecha de inicio deseada;15/06/2023;2564236;2018-07-08 17:48:54
Fecha de fin deseada;16/06/2023;2564236;2018-07-08 17:48:54
Estatus;Actividad en Plan de Trabajo;2564236;2018-07-08 17:48:54
Fecha de fin deseada;//;2564236;2018-02-08 08:36:33
Número de versión;000001;2564236;2018-02-08 08:36:19
Grupo de códigos: problemas;LITRA-VA;2564236;2018-02-08 08:36:19
Grupo de códigos: causas;3LITR-EN;2564236;2018-02-08 08:36:19
Código del problema o de la avería;5050;2564236;2018-02-08 08:36:19
Código de causas;3115;2564236;2018-02-08 08:36:19
Clase de catálogo: Causas;F;2564236;2018-02-08 08:36:19
"Clase catálogo; problemas/errores";5;2564236;2018-02-08 08:36:19
Fecha de fin deseada;30/11/2023;2564236;2017-11-25 15:42:42
Perfil de catálogo;3-LINTRA;2564236;2017-05-14 12:00:59
Origen del esquema de informe para avisos;3;2564236;2017-05-14 12:00:59
Fecha de fin deseada;01/08/2022;2564236;2016-12-28 16:17:31
Texto breve;RETIRAR GALLINERO TERM SLC VBL SNG;2564236;2015-09-02 14:11:45
Prioridad;7;2564236;2015-09-02 14:11:45
Hora de inicio deseada;14:11:24;2564236;2015-09-02 14:11:45
Hora de fin deseada;14:11:24;2564236;2015-09-02 14:11:45
Fecha de inicio deseada;02/09/2019;2564236;2015-09-02 14:11:45
Fecha de fin deseada;01/08/2021;2564236;2015-09-02 14:11:45
Código de causas;5050;2564236;2015-09-02 14:11:45
Fecha de fin deseada;07/06/2020;2564236;2015-07-04 16:06:05
Número de orden;000035701355;2564236;2015-02-08 14:10:34
Estatus;Orden asignada;2564236;2015-02-08 14:10:34
Prioridad;9;2564236;2014-10-02 16:16:00
Interlocutor;00010031;2564236;2014-10-02 16:16:00
Inicio de la avería (hora);16:15:16;2564236;2014-10-02 16:16:00
Inicio de la avería (fecha);02/10/2018;2564236;2014-10-02 16:16:00
Estatus;Mensaje en tratamiento;2564236;2014-10-02 16:16:00
Estatus;Mensaje abierto;2564236;2014-10-02 16:16:00
Estatus;Aviso Inicial;2564236;2014-09-27 10:16:13
Estatus;Requiere Gestión  Ambiental;2564236;2014-09-27 10:16:13
Estatus;Mensaje abierto;2564236;2014-09-27 10:16:13
Estatus;Actividad en Plan de Trabajo;2563991;2018-07-08 17:50:52
Hora de inicio deseada;08:00:00;2563991;2018-07-08 17:48:52
Hora de fin deseada;16:00:00;2563991;2018-07-08 17:48:52
Fecha de inicio deseada;15/06/2023;2563991;2018-07-08 17:48:52
Fecha de fin deseada;16/06/2023;2563991;2018-07-08 17:48:52
Estatus;Actividad en Plan de Trabajo;2563991;2018-07-08 17:48:52
Número de versión;000001;2563991;2018-02-08 11:08:09
Grupo de códigos: problemas;LITRA-VA;2563991;2018-02-08 11:08:09
Grupo de códigos: causas;3LITR-EN;2563991;2018-02-08 11:08:09
Código del problema o de la avería;5050;2563991;2018-02-08 11:08:09
Código de causas;3115;2563991;2018-02-08 11:08:09
Clase de catálogo: Causas;F;2563991;2018-02-08 11:08:09
"Clase catálogo; problemas/errores";5;2563991;2018-02-08 11:08:09
Perfil de catálogo;3-LINTRA;2563991;2017-05-14 12:01:04
Origen del esquema de informe para avisos;3;2563991;2017-05-14 12:01:04
Fecha de fin deseada;31/12/2023;2563991;2016-12-30 16:12:54
Fecha de fin deseada;31/12/2021;2563991;2015-09-04 15:18:15
Texto breve;RETIRAR POZO TERM SLC VBL SNG;2563991;2015-09-01 21:49:44
Prioridad;7;2563991;2015-09-01 21:49:44
Fecha de inicio deseada;01/01/2020;2563991;2015-09-01 21:49:44
Fecha de fin deseada;31/12/2020;2563991;2015-09-01 21:49:44
Código de causas;5050;2563991;2015-09-01 21:49:44
Interlocutor;00010031;2563991;2015-08-08 09:36:44
Número de orden;000035701325;2563991;2014-11-30 22:41:36
Estatus;Orden asignada;2563991;2014-11-30 22:41:36
Prioridad;4;2563991;2014-10-03 15:27:55
Estatus;Mensaje en tratamiento;2563991;2014-10-03 15:27:55
Estatus;Mensaje abierto;2563991;2014-10-03 15:27:55
Origen del esquema de informe para avisos;1;2563991;2014-10-01 09:42:42
Origen de datos para campo 'número de orden permanente';R;2563991;2014-10-01 09:42:42
Origen de datos para campo 'Indicador ABC';D;2563991;2014-10-01 09:42:42
Origen de datos para campo 'centro emplazamiento';R;2563991;2014-10-01 09:42:42
Origen de datos para campo 'campo de clasificación';R;2563991;2014-10-01 09:42:42
Origen de datos p. campos 'sociedad';R;2563991;2014-10-01 09:42:42
Origen de datos p. campos 'Nºprincip.inmov.' y 'subnúmero';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'Sociedad CO';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'sector';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'pto.-trabajo PPS';D;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'organización de ventas';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'orden de liquidación';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'número de sala';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'elemento PEP';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'centro de coste';D;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'canal de distribución';R;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'área de empresa';D;2563991;2014-10-01 09:42:42
Origen de datos p. campo 'área de empresa';D;2563991;2014-10-01 09:42:42
Número de equipo;000000000000108138;2563991;2014-10-01 09:42:42
Inicio de la avería (hora);09:39:13;2563991;2014-10-01 09:42:42
Inicio de la avería (fecha);01/10/2018;2563991;2014-10-01 09:42:42
Grupo de códigos: Codificación;ORIGEN;2563991;2014-10-01 09:42:42
Estatus;Requiere Gestión  Ambiental;2563991;2014-10-01 09:42:42
Emplazamiento del objeto de mantenimiento;15814;2563991;2014-10-01 09:42:42
Codificación;0060;2563991;2014-10-01 09:42:42
Clase catálogo: Codificación;D;2563991;2014-10-01 09:42:42
Centro de coste;CHIVSOCH21;2563991;2014-10-01 09:42:42
Estatus;Aviso Inicial;2563991;2014-10-01 09:39:08
Estatus;Mensaje abierto;2563991;2014-10-01 09:39:08
Fecha de fin deseada;15/10/2023;2563695;2018-12-26 16:23:00
Clase de catálogo: Causas;;2563695;2018-02-05 15:48:15
Número de versión;000001;2563695;2018-02-05 15:48:02
Grupo de códigos: problemas;LITRA-VA;2563695;2018-02-05 15:48:02
Grupo de códigos: causas;3LITR-EN;2563695;2018-02-05 15:48:02
